Key.space		1571348398.7650628
Key.backspace		1571348404.360754
Key.shift		1571348404.864757
'I'		1571348405.2024078
Key.cmd		1571348407.6162162
's'		1571348407.731884
Key.up		1571348409.2955542
Key.backspace		1571348410.910757
Key.backspace		1571348411.085752
Key.backspace		1571348411.252743
Key.backspace		1571348411.422391
Key.esc		1571348412.33487
Key.backspace		1571348413.048674
Key.esc		1571348414.9703941
Key.esc		1571348415.3385558
Key.backspace		1571348415.721528
Key.backspace		1571348415.899214
Key.cmd		1571348416.958795
'c'		1571348417.1504982
Key.ctrl		1571348419.170503
'\x03'		1571348419.474664
Key.shift		1571348436.9791732
'H'		1571348437.088126
'e'		1571348437.896576
'y'		1571348438.020826
Key.space		1571348438.260607
'h'		1571348438.539317
'o'		1571348438.643701
'w'		1571348438.819634
Key.space		1571348439.0425322
'a'		1571348439.281738
'r'		1571348439.4346712
'e'		1571348439.541682
Key.space		1571348439.613455
'y'		1571348440.086455
'o'		1571348440.194464
'u'		1571348440.283641
Key.enter		1571348440.595535
Key.space		1571348445.799955
Key.space		1571348447.440329
Key.space		1571348459.080607
Key.space		1571348459.912398
Key.space		1571348462.291778
Key.space		1571348463.448448
Key.space		1571348466.173232
Key.space		1571348474.123209
Key.space		1571348476.6676009
Key.space		1571348479.1940749
Key.space		1571348482.352063
Key.space		1571348486.216015
Key.space		1571348486.8380082
Key.space		1571348491.759732
Key.space		1571348499.068398
Key.space		1571348500.637044
Key.space		1571348502.3071842
Key.space		1571348504.058315
Key.space		1571348511.039851
Key.space		1571348511.624728
Key.space		1571348516.263381
Key.space		1571348517.0253718
Key.space		1571348517.401568
Key.space		1571348517.832533
Key.space		1571348522.09456
Key.space		1571348529.225114
Key.space		1571348591.5535228
Key.space		1571348605.746645
Key.ctrl		1571348608.919104
'\x03'		1571348609.018594
'h'		1571349603.1166358
'g'		1571349603.928588
'f'		1571349604.4646342
'i'		1571349605.940493
'k'		1571349606.94695
'j'		1571349613.463192
'f'		1571349613.780394
'h'		1571349614.024975
'f'		1571349614.4380832
'i'		1571349614.699189
'h'		1571349614.9078841
'u'		1571349615.1300921
'y'		1571349615.130477
'g'		1571349615.3680232
'h'		1571349624.093809
's'		1571349624.725537
's'		1571349625.490844
Key.backspace		1571349625.687403
Key.backspace		1571349625.850836
Key.backspace		1571349626.0201972
Key.backspace		1571349626.519352
Key.backspace		1571349626.603005
Key.backspace		1571349626.687192
Key.backspace		1571349626.771094
Key.backspace		1571349626.855289
Key.backspace		1571349626.939593
Key.backspace		1571349627.023663
Key.backspace		1571349627.107303
Key.backspace		1571349627.472319
Key.backspace		1571349629.199583
Key.backspace		1571349629.471614
Key.backspace		1571349629.628882
Key.backspace		1571349629.775588
's'		1571349629.9804318
's'		1571349630.484925
Key.backspace		1571349630.9917161
Key.backspace		1571349631.141643
Key.backspace		1571349631.299731
'w'		1571349664.7241752
'f'		1571349665.314085
Key.backspace		1571349689.3197298
Key.backspace		1571349689.456637
Key.backspace		1571349689.611687
Key.backspace		1571349689.758694
Key.backspace		1571349689.91665
Key.backspace		1571349690.066432
Key.backspace		1571349690.21563
Key.backspace		1571349690.362601
Key.backspace		1571349690.506614
Key.esc		1571349691.7536309
Key.ctrl		1571349693.230641
'\x03'		1571349693.398561
's'		1571349772.6216729
'd'		1571349773.009446
's'		1571349773.462622
Key.backspace		1571349774.05679
Key.backspace		1571349774.226367
Key.backspace		1571349774.3990378
'd'		1571349776.974504
'd'		1571349777.216747
's'		1571349777.4116962
Key.backspace		1571349800.256078
Key.backspace		1571349800.423671
Key.backspace		1571349800.657562
Key.cmd		1571349802.234868
's'		1571349802.3509078
Key.esc		1571349842.081033
Key.backspace		1571349843.078301
Key.backspace		1571349843.261597
Key.ctrl		1571349844.335875
'\x03'		1571349844.487715
Key.ctrl		1571350236.363517
'\x03'		1571350236.505367
Key.ctrl		1571350237.570814
'\x03'		1571350237.6670752
's'		1571350562.172004
'd'		1571350562.362484
's'		1571350562.4708412
'j'		1571350562.953774
Key.backspace		1571350563.816611
Key.backspace		1571350563.9839082
Key.backspace		1571350564.136045
Key.backspace		1571350564.268909
Key.shift		1571350564.575118
'H'		1571350564.690376
'e'		1571350564.890601
'l'		1571350565.029697
'l'		1571350565.187986
'o'		1571350565.4271722
Key.space		1571350565.900158
Key.shift		1571350566.043703
'S'		1571350566.436115
'a'		1571350566.717933
'm'		1571350566.8897579
'i'		1571350567.029587
'r'		1571350567.18424
Key.right		1571350632.82603
Key.esc		1571350739.9945862
Key.backspace		1571350740.922158
Key.backspace		1571350741.078563
Key.cmd		1571350744.47591
'c'		1571350744.615807
Key.alt		1571350745.052972
'ç'		1571350745.313117
Key.backspace		1571350746.26837
Key.ctrl		1571350746.5518239
'\x03'		1571350746.639952
